ratiocoverage,guard_number,map_type,map_size,map_density
0.8711,10,maze,10000,0
0.0356,1,maze,10000,0
0.1068,2,maze,10000,0
0.1975,3,maze,10000,0
0.291,4,maze,10000,0
0.4086,5,maze,10000,0
0.515,6,maze,10000,0
0.6028,7,maze,10000,0
0.6914,8,maze,10000,0
0.7508,9,maze,10000,0
0.8312,10,maze,10000,0
0.0356,1,maze,10000,0
0.0862,2,maze,10000,0
0.1475,3,maze,10000,0
0.2572,4,maze,10000,0
0.3911,5,maze,10000,0
0.5073,6,maze,10000,0
0.6042,7,maze,10000,0
0.6838,8,maze,10000,0
0.7762,9,maze,10000,0
0.8318,10,maze,10000,0
0.0356,1,maze,10000,0
0.0979,2,maze,10000,0
0.1953,3,maze,10000,0
0.3005,4,maze,10000,0
0.3943,5,maze,10000,0
0.4935,6,maze,10000,0
0.5999,7,maze,10000,0
0.6913,8,maze,10000,0
0.7246,9,maze,10000,0
0.7668,10,maze,10000,0
0.0187,1,maze,10000,0
0.0871,2,maze,10000,0
0.1939,3,maze,10000,0
0.2852,4,maze,10000,0
0.4285,5,maze,10000,0
0.5291,6,maze,10000,0
0.63,7,maze,10000,0
0.7144,8,maze,10000,0
0.7788,9,maze,10000,0
0.8084,10,maze,10000,0
0.0356,1,maze,10000,0
0.1068,2,maze,10000,0
0.1892,3,maze,10000,0
0.2859,4,maze,10000,0
0.4103,5,maze,10000,0
0.5247,6,maze,10000,0
0.6354,7,maze,10000,0
0.6988,8,maze,10000,0
0.7532,9,maze,10000,0
0.8083,10,maze,10000,0
0.0356,1,maze,10000,0
0.0838,2,maze,10000,0
0.1627,3,maze,10000,0
0.2809,4,maze,10000,0
0.3557,5,maze,10000,0
0.4808,6,maze,10000,0
0.5725,7,maze,10000,0
0.6531,8,maze,10000,0
0.7165,9,maze,10000,0
0.7917,10,maze,10000,0
0.0356,1,maze,10000,0
0.104,2,maze,10000,0
0.1446,3,maze,10000,0
0.2566,4,maze,10000,0
0.3751,5,maze,10000,0
0.4713,6,maze,10000,0
0.5742,7,maze,10000,0
0.6837,8,maze,10000,0
0.7459,9,maze,10000,0
0.8391,10,maze,10000,0
0.0356,1,maze,10000,0
0.0957,2,maze,10000,0
0.1967,3,maze,10000,0
0.3008,4,maze,10000,0
0.3895,5,maze,10000,0
0.527,6,maze,10000,0
0.5877,7,maze,10000,0
0.6912,8,maze,10000,0
0.7895,9,maze,10000,0
0.8252,10,maze,10000,0
0.0356,1,maze,10000,0
0.0838,2,maze,10000,0
0.175,3,maze,10000,0
0.2801,4,maze,10000,0
0.3826,5,maze,10000,0
0.4971,6,maze,10000,0
0.5603,7,maze,10000,0
0.6667,8,maze,10000,0
0.7694,9,maze,10000,0
0.8533,10,maze,10000,0
0.0328,1,maze,10000,0
0.0929,2,maze,10000,0
0.1895,3,maze,10000,0
0.2619,4,maze,10000,0
0.3638,5,maze,10000,0
0.4932,6,maze,10000,0
0.6284,7,maze,10000,0
0.7414,8,maze,10000,0
0.8139,9,maze,10000,0
0.848,10,maze,10000,0
0.0356,1,maze,10000,0
0.0669,2,maze,10000,0
0.1642,3,maze,10000,0
0.2682,4,maze,10000,0
0.3662,5,maze,10000,0
0.4824,6,maze,10000,0
0.5729,7,maze,10000,0
0.6262,8,maze,10000,0
0.7325,9,maze,10000,0
0.8125,10,maze,10000,0
0.0356,1,maze,10000,0
0.0955,2,maze,10000,0
0.1823,3,maze,10000,0
0.2927,4,maze,10000,0
0.4108,5,maze,10000,0
0.5229,6,maze,10000,0
0.5871,7,maze,10000,0
0.6928,8,maze,10000,0
0.8041,9,maze,10000,0
0.8383,10,maze,10000,0
0.0356,1,maze,10000,0
0.0935,2,maze,10000,0
0.1687,3,maze,10000,0
0.2899,4,maze,10000,0
0.4218,5,maze,10000,0
0.5165,6,maze,10000,0
0.6172,7,maze,10000,0
0.7093,8,maze,10000,0
0.7557,9,maze,10000,0
0.8248,10,maze,10000,0
