ratiocoverage,guard_number,map_type,map_size,map_density,
0.092,10,maze,10000,0.0,
0.1768,10,maze,10000,0.0,
0.2706,10,maze,10000,0.0,
0.3926,10,maze,10000,0.0,
0.4797,10,maze,10000,0.0,
0.5698,10,maze,10000,0.0,
0.6676,10,maze,10000,0.0,
0.7622,10,maze,10000,0.0,
0.8655,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1068,10,maze,10000,0.0,
0.2086,10,maze,10000,0.0,
0.2759,10,maze,10000,0.0,
0.3809,10,maze,10000,0.0,
0.5214,10,maze,10000,0.0,
0.645,10,maze,10000,0.0,
0.7043,10,maze,10000,0.0,
0.766,10,maze,10000,0.0,
0.8015,10,maze,10000,0.0,
0.029,10,maze,10000,0.0,
0.0861,10,maze,10000,0.0,
0.1693,10,maze,10000,0.0,
0.2955,10,maze,10000,0.0,
0.3996,10,maze,10000,0.0,
0.4936,10,maze,10000,0.0,
0.591,10,maze,10000,0.0,
0.7127,10,maze,10000,0.0,
0.7542,10,maze,10000,0.0,
0.7994,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1068,10,maze,10000,0.0,
0.2057,10,maze,10000,0.0,
0.3063,10,maze,10000,0.0,
0.3979,10,maze,10000,0.0,
0.5059,10,maze,10000,0.0,
0.6261,10,maze,10000,0.0,
0.7071,10,maze,10000,0.0,
0.7627,10,maze,10000,0.0,
0.806,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0935,10,maze,10000,0.0,
0.1857,10,maze,10000,0.0,
0.2978,10,maze,10000,0.0,
0.4015,10,maze,10000,0.0,
0.4831,10,maze,10000,0.0,
0.5944,10,maze,10000,0.0,
0.6964,10,maze,10000,0.0,
0.8091,10,maze,10000,0.0,
0.8573,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.099,10,maze,10000,0.0,
0.203,10,maze,10000,0.0,
0.3097,10,maze,10000,0.0,
0.4209,10,maze,10000,0.0,
0.4874,10,maze,10000,0.0,
0.5965,10,maze,10000,0.0,
0.6351,10,maze,10000,0.0,
0.7521,10,maze,10000,0.0,
0.8395,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1068,10,maze,10000,0.0,
0.2049,10,maze,10000,0.0,
0.2808,10,maze,10000,0.0,
0.3943,10,maze,10000,0.0,
0.4956,10,maze,10000,0.0,
0.6312,10,maze,10000,0.0,
0.7063,10,maze,10000,0.0,
0.7665,10,maze,10000,0.0,
0.8043,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1068,10,maze,10000,0.0,
0.1896,10,maze,10000,0.0,
0.2832,10,maze,10000,0.0,
0.4149,10,maze,10000,0.0,
0.5159,10,maze,10000,0.0,
0.5988,10,maze,10000,0.0,
0.7091,10,maze,10000,0.0,
0.7953,10,maze,10000,0.0,
0.8487,10,maze,10000,0.0,
0.0328,10,maze,10000,0.0,
0.0896,10,maze,10000,0.0,
0.1611,10,maze,10000,0.0,
0.2799,10,maze,10000,0.0,
0.4028,10,maze,10000,0.0,
0.5039,10,maze,10000,0.0,
0.5707,10,maze,10000,0.0,
0.6646,10,maze,10000,0.0,
0.7583,10,maze,10000,0.0,
0.8282,10,maze,10000,0.0,
0.0343,10,maze,10000,0.0,
0.1055,10,maze,10000,0.0,
0.1905,10,maze,10000,0.0,
0.2746,10,maze,10000,0.0,
0.3899,10,maze,10000,0.0,
0.4993,10,maze,10000,0.0,
0.6061,10,maze,10000,0.0,
0.6793,10,maze,10000,0.0,
0.7872,10,maze,10000,0.0,
0.8186,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0952,10,maze,10000,0.0,
0.1888,10,maze,10000,0.0,
0.2967,10,maze,10000,0.0,
0.3982,10,maze,10000,0.0,
0.5467,10,maze,10000,0.0,
0.6508,10,maze,10000,0.0,
0.742,10,maze,10000,0.0,
0.8133,10,maze,10000,0.0,
0.8631,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1023,10,maze,10000,0.0,
0.1916,10,maze,10000,0.0,
0.3008,10,maze,10000,0.0,
0.396,10,maze,10000,0.0,
0.4897,10,maze,10000,0.0,
0.625,10,maze,10000,0.0,
0.7195,10,maze,10000,0.0,
0.7721,10,maze,10000,0.0,
0.8348,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1004,10,maze,10000,0.0,
0.1779,10,maze,10000,0.0,
0.2587,10,maze,10000,0.0,
0.3712,10,maze,10000,0.0,
0.5107,10,maze,10000,0.0,
0.5862,10,maze,10000,0.0,
0.7406,10,maze,10000,0.0,
0.7937,10,maze,10000,0.0,
0.8562,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1068,10,maze,10000,0.0,
0.193,10,maze,10000,0.0,
0.3037,10,maze,10000,0.0,
0.3989,10,maze,10000,0.0,
0.4917,10,maze,10000,0.0,
0.6048,10,maze,10000,0.0,
0.6964,10,maze,10000,0.0,
0.8115,10,maze,10000,0.0,
0.8288,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.105,10,maze,10000,0.0,
0.2083,10,maze,10000,0.0,
0.2921,10,maze,10000,0.0,
0.4164,10,maze,10000,0.0,
0.5275,10,maze,10000,0.0,
0.635,10,maze,10000,0.0,
0.6898,10,maze,10000,0.0,
0.7731,10,maze,10000,0.0,
0.8434,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1021,10,maze,10000,0.0,
0.1909,10,maze,10000,0.0,
0.2923,10,maze,10000,0.0,
0.423,10,maze,10000,0.0,
0.5407,10,maze,10000,0.0,
0.6253,10,maze,10000,0.0,
0.6888,10,maze,10000,0.0,
0.7648,10,maze,10000,0.0,
0.8192,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0895,10,maze,10000,0.0,
0.1897,10,maze,10000,0.0,
0.296,10,maze,10000,0.0,
0.4134,10,maze,10000,0.0,
0.5135,10,maze,10000,0.0,
0.6067,10,maze,10000,0.0,
0.6704,10,maze,10000,0.0,
0.7828,10,maze,10000,0.0,
0.845,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0935,10,maze,10000,0.0,
0.1629,10,maze,10000,0.0,
0.2722,10,maze,10000,0.0,
0.4181,10,maze,10000,0.0,
0.4948,10,maze,10000,0.0,
0.6155,10,maze,10000,0.0,
0.7063,10,maze,10000,0.0,
0.7694,10,maze,10000,0.0,
0.8576,10,maze,10000,0.0,
0.0223,10,maze,10000,0.0,
0.089,10,maze,10000,0.0,
0.1892,10,maze,10000,0.0,
0.3231,10,maze,10000,0.0,
0.4059,10,maze,10000,0.0,
0.498,10,maze,10000,0.0,
0.6034,10,maze,10000,0.0,
0.7276,10,maze,10000,0.0,
0.7607,10,maze,10000,0.0,
0.8229,10,maze,10000,0.0,
0.0311,10,maze,10000,0.0,
0.0901,10,maze,10000,0.0,
0.1969,10,maze,10000,0.0,
0.3238,10,maze,10000,0.0,
0.4292,10,maze,10000,0.0,
0.5336,10,maze,10000,0.0,
0.602,10,maze,10000,0.0,
0.7044,10,maze,10000,0.0,
0.7736,10,maze,10000,0.0,
0.8336,10,maze,10000,0.0,
0.0223,10,maze,10000,0.0,
0.0935,10,maze,10000,0.0,
0.17,10,maze,10000,0.0,
0.2774,10,maze,10000,0.0,
0.3797,10,maze,10000,0.0,
0.5072,10,maze,10000,0.0,
0.643,10,maze,10000,0.0,
0.7413,10,maze,10000,0.0,
0.8062,10,maze,10000,0.0,
0.8667,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.104,10,maze,10000,0.0,
0.1774,10,maze,10000,0.0,
0.27,10,maze,10000,0.0,
0.3989,10,maze,10000,0.0,
0.5269,10,maze,10000,0.0,
0.6251,10,maze,10000,0.0,
0.6883,10,maze,10000,0.0,
0.7523,10,maze,10000,0.0,
0.7888,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0935,10,maze,10000,0.0,
0.1749,10,maze,10000,0.0,
0.2773,10,maze,10000,0.0,
0.4027,10,maze,10000,0.0,
0.4615,10,maze,10000,0.0,
0.5472,10,maze,10000,0.0,
0.6238,10,maze,10000,0.0,
0.6948,10,maze,10000,0.0,
0.7642,10,maze,10000,0.0,
0.0245,10,maze,10000,0.0,
0.0841,10,maze,10000,0.0,
0.1892,10,maze,10000,0.0,
0.2952,10,maze,10000,0.0,
0.389,10,maze,10000,0.0,
0.4954,10,maze,10000,0.0,
0.6521,10,maze,10000,0.0,
0.7444,10,maze,10000,0.0,
0.7929,10,maze,10000,0.0,
0.8674,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1068,10,maze,10000,0.0,
0.1965,10,maze,10000,0.0,
0.2614,10,maze,10000,0.0,
0.349,10,maze,10000,0.0,
0.4736,10,maze,10000,0.0,
0.5622,10,maze,10000,0.0,
0.6637,10,maze,10000,0.0,
0.7325,10,maze,10000,0.0,
0.7998,10,maze,10000,0.0,
0.0224,10,maze,10000,0.0,
0.0934,10,maze,10000,0.0,
0.1782,10,maze,10000,0.0,
0.2903,10,maze,10000,0.0,
0.4061,10,maze,10000,0.0,
0.5336,10,maze,10000,0.0,
0.5753,10,maze,10000,0.0,
0.6411,10,maze,10000,0.0,
0.7659,10,maze,10000,0.0,
0.8223,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1023,10,maze,10000,0.0,
0.1813,10,maze,10000,0.0,
0.2968,10,maze,10000,0.0,
0.3708,10,maze,10000,0.0,
0.4904,10,maze,10000,0.0,
0.5798,10,maze,10000,0.0,
0.7118,10,maze,10000,0.0,
0.7515,10,maze,10000,0.0,
0.811,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0907,10,maze,10000,0.0,
0.1843,10,maze,10000,0.0,
0.2727,10,maze,10000,0.0,
0.4256,10,maze,10000,0.0,
0.5482,10,maze,10000,0.0,
0.6342,10,maze,10000,0.0,
0.7326,10,maze,10000,0.0,
0.8185,10,maze,10000,0.0,
0.8548,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1055,10,maze,10000,0.0,
0.1859,10,maze,10000,0.0,
0.3044,10,maze,10000,0.0,
0.4492,10,maze,10000,0.0,
0.5254,10,maze,10000,0.0,
0.6168,10,maze,10000,0.0,
0.7258,10,maze,10000,0.0,
0.7755,10,maze,10000,0.0,
0.8515,10,maze,10000,0.0,
0.0245,10,maze,10000,0.0,
0.0858,10,maze,10000,0.0,
0.1598,10,maze,10000,0.0,
0.276,10,maze,10000,0.0,
0.4068,10,maze,10000,0.0,
0.5123,10,maze,10000,0.0,
0.6194,10,maze,10000,0.0,
0.7252,10,maze,10000,0.0,
0.8054,10,maze,10000,0.0,
0.8824,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1068,10,maze,10000,0.0,
0.1763,10,maze,10000,0.0,
0.2848,10,maze,10000,0.0,
0.4324,10,maze,10000,0.0,
0.4974,10,maze,10000,0.0,
0.6278,10,maze,10000,0.0,
0.7102,10,maze,10000,0.0,
0.7784,10,maze,10000,0.0,
0.8398,10,maze,10000,0.0,
0.0328,10,maze,10000,0.0,
0.0755,10,maze,10000,0.0,
0.1799,10,maze,10000,0.0,
0.279,10,maze,10000,0.0,
0.3875,10,maze,10000,0.0,
0.5184,10,maze,10000,0.0,
0.6177,10,maze,10000,0.0,
0.7589,10,maze,10000,0.0,
0.8342,10,maze,10000,0.0,
0.8711,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1068,10,maze,10000,0.0,
0.1975,10,maze,10000,0.0,
0.291,10,maze,10000,0.0,
0.4086,10,maze,10000,0.0,
0.515,10,maze,10000,0.0,
0.6028,10,maze,10000,0.0,
0.6914,10,maze,10000,0.0,
0.7508,10,maze,10000,0.0,
0.8312,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0862,10,maze,10000,0.0,
0.1475,10,maze,10000,0.0,
0.2572,10,maze,10000,0.0,
0.3911,10,maze,10000,0.0,
0.5073,10,maze,10000,0.0,
0.6042,10,maze,10000,0.0,
0.6838,10,maze,10000,0.0,
0.7762,10,maze,10000,0.0,
0.8318,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0979,10,maze,10000,0.0,
0.1953,10,maze,10000,0.0,
0.3005,10,maze,10000,0.0,
0.3943,10,maze,10000,0.0,
0.4935,10,maze,10000,0.0,
0.5999,10,maze,10000,0.0,
0.6913,10,maze,10000,0.0,
0.7246,10,maze,10000,0.0,
0.7668,10,maze,10000,0.0,
0.0187,10,maze,10000,0.0,
0.0871,10,maze,10000,0.0,
0.1939,10,maze,10000,0.0,
0.2852,10,maze,10000,0.0,
0.4285,10,maze,10000,0.0,
0.5291,10,maze,10000,0.0,
0.63,10,maze,10000,0.0,
0.7144,10,maze,10000,0.0,
0.7788,10,maze,10000,0.0,
0.8084,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1068,10,maze,10000,0.0,
0.1892,10,maze,10000,0.0,
0.2859,10,maze,10000,0.0,
0.4103,10,maze,10000,0.0,
0.5247,10,maze,10000,0.0,
0.6354,10,maze,10000,0.0,
0.6988,10,maze,10000,0.0,
0.7532,10,maze,10000,0.0,
0.8083,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0838,10,maze,10000,0.0,
0.1627,10,maze,10000,0.0,
0.2809,10,maze,10000,0.0,
0.3557,10,maze,10000,0.0,
0.4808,10,maze,10000,0.0,
0.5725,10,maze,10000,0.0,
0.6531,10,maze,10000,0.0,
0.7165,10,maze,10000,0.0,
0.7917,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.104,10,maze,10000,0.0,
0.1446,10,maze,10000,0.0,
0.2566,10,maze,10000,0.0,
0.3751,10,maze,10000,0.0,
0.4713,10,maze,10000,0.0,
0.5742,10,maze,10000,0.0,
0.6837,10,maze,10000,0.0,
0.7459,10,maze,10000,0.0,
0.8391,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0957,10,maze,10000,0.0,
0.1967,10,maze,10000,0.0,
0.3008,10,maze,10000,0.0,
0.3895,10,maze,10000,0.0,
0.527,10,maze,10000,0.0,
0.5877,10,maze,10000,0.0,
0.6912,10,maze,10000,0.0,
0.7895,10,maze,10000,0.0,
0.8252,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0838,10,maze,10000,0.0,
0.175,10,maze,10000,0.0,
0.2801,10,maze,10000,0.0,
0.3826,10,maze,10000,0.0,
0.4971,10,maze,10000,0.0,
0.5603,10,maze,10000,0.0,
0.6667,10,maze,10000,0.0,
0.7694,10,maze,10000,0.0,
0.8533,10,maze,10000,0.0,
0.0328,10,maze,10000,0.0,
0.0929,10,maze,10000,0.0,
0.1895,10,maze,10000,0.0,
0.2619,10,maze,10000,0.0,
0.3638,10,maze,10000,0.0,
0.4932,10,maze,10000,0.0,
0.6284,10,maze,10000,0.0,
0.7414,10,maze,10000,0.0,
0.8139,10,maze,10000,0.0,
0.848,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0669,10,maze,10000,0.0,
0.1642,10,maze,10000,0.0,
0.2682,10,maze,10000,0.0,
0.3662,10,maze,10000,0.0,
0.4824,10,maze,10000,0.0,
0.5729,10,maze,10000,0.0,
0.6262,10,maze,10000,0.0,
0.7325,10,maze,10000,0.0,
0.8125,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0955,10,maze,10000,0.0,
0.1823,10,maze,10000,0.0,
0.2927,10,maze,10000,0.0,
0.4108,10,maze,10000,0.0,
0.5229,10,maze,10000,0.0,
0.5871,10,maze,10000,0.0,
0.6928,10,maze,10000,0.0,
0.8041,10,maze,10000,0.0,
0.8383,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0935,10,maze,10000,0.0,
0.1687,10,maze,10000,0.0,
0.2899,10,maze,10000,0.0,
0.4218,10,maze,10000,0.0,
0.5165,10,maze,10000,0.0,
0.6172,10,maze,10000,0.0,
0.7093,10,maze,10000,0.0,
0.7557,10,maze,10000,0.0,
0.8248,10,maze,10000,0.0,
